Period,Alaska Air Group Inc Price % Change,American Airlines Group Inc Price % Change,Delta Air Lines Inc Price % Change,JetBlue Airways Corp Price % Change,Southwest Airlines Co Price % Change,United Airlines Holdings Inc Price % Change
21:28.4,-2.82196,-2.03933,-2.63158,-2.30572,-0.90677,-1.81917
20:38.0,-2.82196,-1.9665,-2.59784,-2.30572,-0.8501,-1.79202
19:47.3,-2.82196,-1.9665,-2.59784,-2.30572,-0.8501,-1.79202
18:57.3,-2.84761,-2.03933,-2.63158,-2.39112,-0.87844,-1.84632
17:43.1,-2.64238,-1.82083,-2.53036,-2.30572,-0.76509,-1.65626
16:43.9,-2.48846,-1.60233,-2.42915,-2.13493,-0.59507,-1.4662
14:57.5,-2.53976,-1.748,-2.53036,-2.39112,-0.70842,-1.71056
14:06.9,-2.51411,-1.748,-2.5641,-2.47652,-0.68008,-1.68341
13:14.3,-2.56542,-1.82083,-2.59784,-2.47652,-0.73675,-1.81917
12:20.0,-2.43715,-1.748,-2.53036,-2.47652,-0.65174,-1.68341
11:28.0,-2.43715,-1.748,-2.53036,-2.47652,-0.65174,-1.68341
10:34.5,-2.56542,-1.67516,-2.42915,-2.39112,-0.70842,-1.60195
09:39.7,-2.56542,-1.67516,-2.42915,-2.39112,-0.70842,-1.60195
08:44.1,-2.56542,-1.82083,-2.66532,-2.47652,-0.79343,-1.87347
07:54.1,-2.48846,-1.82083,-2.63158,-2.39112,-0.73675,-1.76487
06:58.0,-2.48846,-1.82083,-2.63158,-2.39112,-0.73675,-1.76487
06:01.7,-2.51411,-1.67516,-2.63158,-2.39112,-0.76509,-1.71056
05:11.9,-2.51411,-1.748,-2.69906,-2.47652,-0.82176,-1.76487
04:20.0,-2.51411,-1.748,-2.69906,-2.47652,-0.82176,-1.76487
03:28.8,-2.41149,-1.60233,-2.59784,-2.30572,-0.62341,-1.5205
02:41.9,-2.30888,-1.5295,-2.53036,-2.22032,-0.56673,-1.54765
01:53.7,-2.15495,-1.311,-2.36167,-1.96413,-0.42505,-1.16753
01:06.1,-2.18061,-1.38383,-2.32794,-1.96413,-0.39671,-1.08607
00:18.6,-2.18061,-1.38383,-2.32794,-1.96413,-0.39671,-1.08607
59:30.2,-2.1293,-1.0925,-2.15924,-1.87874,-0.3117,-1.11322
58:40.2,-2.33453,-1.01966,-2.22672,-1.87874,-0.36838,-1.27613
57:50.1,-2.33453,-1.23816,-2.32794,-2.04953,-0.48172,-1.33044
57:03.5,-2.33453,-1.311,-2.36167,-2.04953,-0.45339,-1.24898
56:12.7,-2.43715,-1.311,-2.46289,-1.96413,-0.45339,-1.43904
55:23.3,-2.43715,-1.311,-2.46289,-1.96413,-0.45339,-1.43904
54:37.4,-2.66803,-1.45666,-2.5641,-2.22032,-0.5384,-1.60195
53:50.0,-2.66803,-1.5295,-2.63158,-2.22032,-0.65174,-1.71056
53:01.2,-2.71934,-1.5295,-2.66532,-2.22032,-0.62341,-1.79202
52:13.6,-2.71934,-1.45666,-2.66532,-2.22032,-0.62341,-1.71056
51:27.4,-2.89892,-1.60233,-2.59784,-2.22032,-0.59507,-1.68341
50:36.5,-2.89892,-1.67516,-2.73279,-2.30572,-0.73675,-1.87347
49:46.3,-2.95023,-1.82083,-2.86775,-2.39112,-0.82176,-2.00923
48:59.3,-2.95023,-1.89366,-2.86775,-2.39112,-0.8501,-2.00923
48:11.9,-2.95023,-1.9665,-2.90148,-2.47652,-0.90677,-2.00923
47:22.4,-2.79631,-2.03933,-2.90148,-2.47652,-0.82176,-2.00923
46:34.3,-2.79631,-2.03933,-2.86775,-2.30572,-0.73675,-1.98208
45:47.6,-2.745,-1.89366,-2.80027,-2.22032,-0.62341,-1.81917
44:57.7,-2.69369,-1.82083,-2.63158,-2.13493,-0.59507,-1.62911
44:06.6,-2.82196,-1.82083,-2.73279,-2.30572,-0.65174,-1.71056
43:19.8,-2.82196,-1.82083,-2.73279,-2.30572,-0.65174,-1.71056
42:31.5,-2.97589,-1.82083,-2.90148,-2.56191,-0.90677,-1.95493
41:43.0,-2.97589,-1.82083,-2.90148,-2.56191,-0.90677,-1.95493
40:55.4,-3.02719,-1.89366,-2.83401,-2.47652,-0.93511,-1.87347
40:08.5,-3.02719,-1.89366,-2.83401,-2.47652,-0.93511,-1.87347
39:18.2,-2.92458,-1.82083,-2.73279,-2.39112,-0.76509,-1.71056
38:30.8,-2.92458,-1.82083,-2.73279,-2.39112,-0.76509,-1.71056
37:42.5,-2.92458,-2.03933,-2.86775,-2.64731,-0.8501,-1.79202
36:53.4,-2.97589,-2.185,-2.93522,-2.56191,-0.87844,-1.90062
36:04.8,-2.97589,-2.25783,-2.93522,-2.47652,-0.82176,-1.84632
35:18.3,-2.97589,-2.185,-2.90148,-2.47652,-0.90677,-1.90062
34:30.6,-2.745,-2.03933,-2.76653,-2.39112,-0.73675,-1.65626
33:42.7,-2.82196,-1.9665,-2.76653,-2.22032,-0.65174,-1.65626
32:54.9,-2.66803,-2.03933,-2.83401,-2.30572,-0.65174,-1.65626
32:08.1,-2.66803,-2.03933,-2.83401,-2.30572,-0.65174,-1.65626
31:18.7,-2.87327,-2.185,-3.0027,-2.47652,-0.79343,-1.90062
30:28.5,-2.87327,-2.185,-3.0027,-2.47652,-0.79343,-1.90062
29:39.0,-2.89892,-2.03933,-2.80027,-2.47652,-0.68008,-1.68341
28:51.1,-2.89892,-2.11216,-2.86775,-2.47652,-0.8501,-1.81917
28:03.0,-2.89892,-2.11216,-2.86775,-2.47652,-0.8501,-1.81917
27:12.7,-3.00154,-2.33066,-2.93522,-2.8181,-0.73675,-1.98208
26:23.8,-2.95023,-2.4035,-2.93522,-2.8181,-0.65174,-2.00923
25:31.8,-3.05285,-2.622,-3.10391,-2.9035,-0.79343,-2.28075
24:40.1,-2.84761,-2.47633,-3.07018,-2.9035,-0.82176,-2.19929
23:51.0,-2.97589,-2.47633,-3.07018,-2.9035,-0.79343,-2.19929
23:01.8,-3.0785,-2.622,-3.20513,-2.9035,-0.79343,-2.2536
22:10.0,-2.84761,-2.4035,-2.96896,-2.73271,-0.65174,-2.00923
21:17.5,-2.71934,-2.33066,-2.93522,-2.56191,-0.59507,-1.92778
20:29.4,-2.71934,-2.33066,-2.93522,-2.64731,-0.56673,-1.92778
19:38.9,-2.77065,-2.25783,-2.93522,-2.73271,-0.48172,-2.06354
18:47.5,-2.59107,-2.03933,-2.80027,-2.56191,-0.48172,-1.90062
17:59.1,-2.59107,-1.89366,-2.69906,-2.30572,-0.59507,-1.71056
17:12.1,-2.59107,-2.03933,-2.76653,-2.30572,-0.62341,-1.87347
15:12.5,-2.38584,-1.67516,-2.39541,-2.22032,-0.36838,-1.38474
14:20.2,-2.28322,-1.82083,-2.5641,-2.22032,-0.39671,-1.49335
13:28.9,-2.28322,-1.67516,-2.49663,-2.22032,-0.36838,-1.35759
12:42.1,-2.38584,-1.9665,-2.63158,-2.47652,-0.48172,-1.5748
11:52.6,-2.41149,-1.89366,-2.59784,-2.39112,-0.48172,-1.49335
11:03.5,-2.48846,-2.03933,-2.66532,-2.47652,-0.59507,-1.5205
10:16.8,-2.48846,-2.03933,-2.66532,-2.47652,-0.59507,-1.5205
09:28.8,-2.38584,-2.11216,-2.69906,-2.39112,-0.56673,-1.41189
08:39.7,-2.25757,-1.82083,-2.5641,-1.96413,-0.42505,-1.43904
07:51.7,-2.23191,-1.748,-2.42915,-1.96413,-0.25503,-1.22183
07:05.4,-2.20626,-1.748,-2.42915,-1.96413,-0.34004,-1.19468
06:14.3,-2.20626,-1.748,-2.53036,-2.04953,-0.36838,-1.24898
05:24.7,-2.20626,-1.748,-2.53036,-2.04953,-0.36838,-1.24898
04:36.4,-1.94972,-1.5295,-2.26046,-1.70794,-0.11335,-0.89601
03:48.6,-1.94972,-1.5295,-2.26046,-1.70794,-0.11335,-0.89601
02:59.7,-2.15495,-1.60233,-2.2942,-1.79334,-0.17002,-0.89601
02:12.4,-2.15495,-1.60233,-2.2942,-1.79334,-0.17002,-0.89601
01:25.9,-2.07799,-1.38383,-2.2942,-1.79334,-0.17002,-0.86886
00:37.8,-1.82145,-1.16533,-2.09177,-1.53715,-0.17002,-0.76025
59:50.4,-1.69318,-0.80117,-1.8556,-1.36635,0,-0.43443
59:04.7,-1.69318,-0.80117,-1.8556,-1.36635,0,-0.43443
58:14.0,-1.66752,-0.94683,-1.88934,-1.45175,0.08501,-0.43443
57:24.3,-1.66752,-0.94683,-1.88934,-1.45175,0.08501,-0.43443
56:36.3,-1.64187,-0.80117,-1.78812,-1.19556,0.17002,-0.38012
55:50.8,-1.64187,-0.80117,-1.78812,-1.19556,0.17002,-0.38012
55:03.2,-1.59056,-0.80117,-1.82186,-1.19556,0.08501,-0.38012
54:16.6,-1.59056,-0.80117,-1.82186,-1.19556,0.141683,-0.38012
53:29.6,-1.59056,-0.80117,-1.82186,-1.19556,0.141683,-0.38012
52:41.6,-1.69318,-1.01966,-1.88934,-1.45175,-0.11335,-0.67879
51:52.6,-1.77014,-0.94683,-1.8556,-1.53715,-0.02834,-0.48873
51:07.3,-1.69318,-1.16533,-1.95682,-1.36635,-0.14168,-0.70595
50:19.7,-1.69318,-1.16533,-1.95682,-1.36635,-0.14168,-0.70595
49:29.2,-1.61621,-0.94683,-1.8556,-1.45175,-0.36838,-0.65164
48:42.4,-1.61621,-0.58267,-1.65317,-1.19556,-0.17002,-0.32582
47:55.8,-1.61621,-0.58267,-1.65317,-1.19556,-0.17002,-0.32582
47:08.8,-1.48794,-0.58267,-1.5857,-1.19556,-0.11335,-0.29867
46:23.8,-1.69318,-0.874,-1.82186,-1.45175,-0.25503,-0.57019
45:38.4,-1.8471,-1.16533,-2.09177,-1.62254,-0.34004,-0.95031
44:49.5,-1.89841,-1.0925,-1.99055,-1.62254,-0.22669,-0.84171
43:59.3,-1.89841,-1.38383,-2.19298,-1.79334,-0.36838,-1.08607
43:13.0,-2.00103,-1.45666,-2.22672,-1.79334,-0.42505,-1.27613
42:23.5,-1.94972,-1.45666,-2.19298,-1.70794,-0.36838,-1.35759
41:34.2,-1.94972,-1.45666,-2.09177,-1.62254,-0.36838,-1.22183
40:42.7,-2.15495,-1.67516,-2.32794,-1.87874,-0.45339,-1.30329
39:55.8,-1.97537,-1.60233,-2.09177,-1.79334,-0.25503,-1.14037
39:06.7,-1.97537,-1.60233,-2.09177,-1.79334,-0.25503,-1.14037
38:17.1,-1.69318,-1.38383,-1.95682,-1.62254,-0.08501,-0.84171
37:31.5,-1.69318,-1.38383,-1.95682,-1.62254,-0.08501,-0.84171
36:42.3,-1.69318,-1.0925,-1.75439,-1.45175,0.113347,-0.46158
35:53.6,-1.74448,-1.16533,-1.82186,-1.53715,0.08501,-0.57019
35:08.3,-1.64187,-1.16533,-1.82186,-1.45175,0.141683,-0.46158
34:20.4,-1.64187,-1.16533,-1.82186,-1.45175,0.141683,-0.46158
33:32.4,-1.53925,-1.23816,-1.8556,-1.11016,0.198356,-0.40728
32:43.4,-1.71883,-1.38383,-2.05803,-1.53715,-0.05667,-0.65164
31:56.8,-1.71883,-1.38383,-2.05803,-1.53715,-0.05667,-0.65164
31:08.3,-1.71883,-1.5295,-2.05803,-1.28096,0,-0.57019
30:19.3,-1.5136,-0.58267,-1.75439,-0.93937,0.17002,-0.40728
29:33.5,-1.5136,-0.58267,-1.75439,-0.93937,0.17002,-0.40728
28:44.1,-1.48794,-0.80117,-1.82186,-0.76857,0.226693,-0.46158
27:54.9,-1.2314,-0.50983,-1.55196,-0.76857,0.42505,-0.0543
27:07.3,-1.35967,-0.72833,-1.68691,-0.76857,0.311703,-0.27152
26:21.2,-1.2314,-0.50983,-1.48448,-0.76857,0.396713,-0.0543
25:33.7,-1.46229,-1.0925,-1.82186,-1.02477,0.198356,-0.48873
24:46.5,-1.53925,-0.94683,-1.75439,-1.11016,0.141683,-0.21721
24:00.4,-1.53925,-0.94683,-1.75439,-1.11016,0.141683,-0.21721
23:13.3,-1.46229,-0.437,-1.417,-0.85397,0.226693,0.108607
22:28.4,-1.46229,-0.437,-1.38327,-0.76857,0.283366,0.271518
21:43.8,-1.46229,-0.437,-1.38327,-0.76857,0.283366,0.271518
20:55.2,-1.35967,-0.29133,-1.21457,-0.51238,0.396713,0.543036
20:07.1,-1.10313,0.364166,-0.94467,-0.17079,0.538396,0.92316
19:22.7,-1.10313,0.364166,-0.94467,-0.17079,0.538396,0.92316
18:34.8,-1.18009,-0.36417,-1.28205,-0.59778,0.311703,0.081455
17:47.9,-1.30836,-0.2185,-1.18084,-0.68318,0.453386,0.407277
17:01.5,-1.43663,-0.50983,-1.417,-0.68318,0.311703,0.217214
16:15.5,-1.43663,-0.50983,-1.417,-0.68318,0.311703,0.217214
15:28.1,-1.10313,0,-1.07962,-0.42699,0.17002,0.515884
14:40.0,-1.15444,-0.07283,-1.04588,-0.51238,0.141683,0.570187
13:54.4,-0.69266,0.509832,-0.7085,-0.25619,0.708416,1.004616
13:05.5,-0.8979,0.436999,-0.7085,-0.34159,0.680079,0.950312
12:16.8,-1.02617,0.072833,-0.97841,-0.42699,0.566733,0.651643
11:31.3,-0.87224,0.145666,-0.91093,-0.42699,0.595069,0.733098
10:44.5,-0.76963,0.291333,-0.74224,-0.25619,0.765089,0.977464
09:56.8,-0.66701,0.2185,-0.74224,-0.25619,0.765089,1.004616
09:11.4,-0.66701,0.2185,-0.74224,-0.25619,0.765089,1.004616
08:23.7,-0.48743,0.582666,-0.47233,0.256191,0.935109,1.547651
07:35.6,-0.71832,0.436999,-0.47233,0.085397,0.878436,1.330437
06:50.3,-0.69266,0.145666,-0.60729,-0.17079,0.651743,1.140375
06:05.0,-0.30785,0.873999,-0.40486,0.256191,1.020119,1.5205
05:17.3,-0.3335,0.728332,-0.37112,0.256191,0.963446,1.493348
04:29.9,-0.15393,1.092498,-0.30364,0.341588,1.076792,1.629107
03:44.5,-0.15393,1.092498,-0.30364,0.341588,1.076792,1.629107
02:57.6,-0.35916,1.092498,-0.40486,0.341588,1.105129,1.68341
02:11.0,-0.46178,0.364166,-0.80972,0,0.765089,0.977464
01:24.3,-0.79528,0.072833,-1.01215,-0.42699,0.595069,0.733098
00:39.7,-0.79528,0.072833,-1.01215,-0.42699,0.595069,0.733098
59:53.3,-0.46178,-0.36417,-1.01215,-0.25619,0.765089,0.271518
59:08.4,-0.46178,-0.36417,-1.01215,-0.25619,0.765089,0.271518
58:21.0,-0.46178,0,-0.94467,-0.0854,0.595069,0.705946
57:35.1,-0.46178,0.072833,-0.80972,0,0.51006,0.787402
56:49.7,-0.46178,0.364166,-0.53981,0.085397,0.595069,1.140375
56:02.0,-0.48743,-0.437,-1.01215,-0.25619,0.198356,0.488732
55:13.7,-0.38481,0.436999,-0.50607,0.085397,0.538396,1.031768
54:28.3,-0.20523,0.655499,-0.60729,0.341588,0.34004,1.167526
53:39.9,-0.30785,0.072833,-0.84345,0.170794,0.17002,0.787402
52:52.6,-0.48743,-0.2185,-0.94467,-0.0854,-0.11335,0.678794
52:05.0,-0.92355,-1.0925,-1.5857,-0.68318,-0.45339,-0.16291
51:18.7,-1.2314,-1.38383,-1.78812,-0.93937,-0.76509,-0.40728
50:32.7,-1.56491,-1.89366,-2.22672,-1.28096,-1.07679,-0.84171
49:49.1,-1.56491,-1.82083,-2.12551,-1.28096,-1.02012,-0.7874
49:03.5,-1.82145,-2.25783,-2.46289,-1.62254,-1.41683,-1.22183
48:17.9,-1.82145,-2.25783,-2.46289,-1.62254,-1.41683,-1.22183
47:30.7,-1.79579,-2.11216,-2.36167,-1.45175,-1.19014,-1.22183
46:46.4,-1.79579,-2.11216,-2.36167,-1.45175,-1.19014,-1.22183
45:58.0,-2.10364,-2.54916,-2.63158,-1.70794,-1.44517,-1.84632
45:13.3,-2.10364,-2.54916,-2.69906,-1.70794,-1.44517,-1.84632
44:28.5,-2.1293,-2.8405,-2.76653,-1.79334,-1.53018,-2.00923
43:42.4,-1.92406,-2.33066,-2.46289,-1.28096,-1.24681,-1.33044
42:57.5,-1.92406,-2.33066,-2.5641,-1.45175,-1.1618,-1.5205
42:14.1,-1.92406,-2.33066,-2.5641,-1.45175,-1.1618,-1.5205
41:27.8,-2.23191,-2.98616,-2.83401,-2.04953,-1.53018,-2.06354
40:42.7,-2.23191,-2.91333,-2.63158,-1.79334,-1.41683,-1.76487
40:00.1,-2.23191,-2.91333,-2.63158,-1.79334,-1.41683,-1.76487
39:13.9,-2.18061,-2.54916,-2.2942,-1.62254,-1.27515,-1.38474
38:28.9,-1.77014,-2.03933,-2.09177,-1.28096,-0.90677,-1.08607
37:41.0,-1.77014,-2.03933,-2.09177,-1.28096,-0.90677,-1.08607
36:53.9,-1.77014,-2.25783,-2.36167,-1.62254,-1.1618,-1.4662
36:07.8,-1.43663,-2.185,-2.32794,-1.36635,-0.93511,-1.41189
35:21.8,-1.43663,-2.185,-2.12551,-1.02477,-0.73675,-1.30329
34:36.1,-1.77014,-2.69483,-2.49663,-1.45175,-0.93511,-1.54765
33:50.0,-1.77014,-2.76766,-2.53036,-1.36635,-0.79343,-1.73771
33:04.4,-2.51411,-3.05899,-2.80027,-1.79334,-1.10513,-2.11784
32:18.8,-3.28374,-3.86016,-3.2726,-2.64731,-1.55852,-2.68803
31:33.4,-3.28374,-3.93299,-3.34008,-1.79334,-1.27515,-2.66087
30:47.9,-3.28374,-4.00583,-3.23887,-2.13493,-1.36016,-2.74233
8/12/2020 16:00,,,,,,
8/12/2020 16:00,-1.33402,-1.38383,-1.8556,-0.85397,-0.11335,-1.16753
59:15.2,-1.41098,-1.23816,-1.55196,-0.76857,-0.08501,-1.19468
58:24.9,-1.38533,-1.23816,-1.55196,-0.59778,-0.05667,-1.16753
57:35.4,-1.38533,-1.23816,-1.55196,-0.59778,-0.02834,-1.19468
56:47.1,-1.43663,-1.311,-1.55196,-0.93937,-0.08501,-1.33044
55:58.3,-1.35967,-1.311,-1.48448,-0.93937,-0.17002,-1.24898
55:09.2,-1.35967,-1.23816,-1.45074,-0.93937,-0.11335,-1.16753
54:18.9,-1.33402,-1.311,-1.48448,-0.93937,-0.08501,-1.19468
53:32.2,-1.33402,-1.311,-1.48448,-0.93937,-0.08501,-1.19468
52:42.6,-1.35967,-1.16533,-1.51822,-1.02477,-0.14168,-1.11322
51:52.4,-1.5136,-1.23816,-1.55196,-1.11016,-0.08501,-1.19468
51:05.1,-1.5136,-1.23816,-1.55196,-1.11016,-0.08501,-1.19468
50:15.2,-1.48794,-1.23816,-1.5857,-1.02477,-0.05667,-1.24898
49:24.8,-1.53925,-1.38383,-1.75439,-1.28096,-0.11335,-1.33044
48:34.2,-1.59056,-1.311,-1.68691,-1.28096,-0.14168,-1.24898
47:44.5,-1.66752,-1.311,-1.72065,-1.28096,-0.19836,-1.24898
46:56.9,-1.64187,-1.23816,-1.75439,-1.28096,-0.17002,-1.16753
46:08.1,-1.61621,-1.16533,-1.65317,-1.19556,-0.11335,-1.14037
45:18.5,-1.61621,-1.16533,-1.65317,-1.19556,-0.11335,-1.14037
44:32.2,-1.66752,-1.23816,-1.75439,-1.28096,-0.19836,-1.24898
43:40.9,-1.71883,-1.38383,-1.8556,-1.28096,-0.25503,-1.33044
42:50.5,-1.71883,-1.38383,-1.88934,-1.28096,-0.42505,-1.41189
42:03.0,-1.71883,-1.38383,-1.92308,-1.28096,-0.3117,-1.35759
41:13.9,-1.71883,-1.38383,-1.95682,-1.28096,-0.34004,-1.4662
40:23.6,-1.74448,-1.45666,-1.99055,-1.28096,-0.28337,-1.54765
39:32.6,-1.69318,-1.38383,-1.95682,-1.28096,-0.28337,-1.4662
38:44.9,-1.61621,-1.38383,-1.88934,-1.28096,-0.19836,-1.38474
37:53.4,-1.59056,-1.38383,-1.95682,-1.28096,-0.17002,-1.38474
37:03.0,-1.61621,-1.45666,-1.92308,-1.36635,-0.08501,-1.4662
36:16.3,-1.61621,-1.45666,-1.92308,-1.36635,-0.08501,-1.4662
35:27.6,-1.64187,-1.5295,-1.95682,-1.36635,-0.11335,-1.49335
34:37.6,-1.66752,-1.60233,-1.95682,-1.36635,-0.11335,-1.54765
33:49.1,-1.64187,-1.45666,-1.95682,-1.36635,-0.19836,-1.4662
33:01.3,-1.64187,-1.5295,-1.95682,-1.28096,-0.11335,-1.54765
32:09.6,-1.71883,-1.5295,-1.95682,-1.36635,-0.11335,-1.5205
31:18.8,-1.48794,-1.311,-1.75439,-1.19556,-0.08501,-1.35759
30:31.9,-1.48794,-1.311,-1.75439,-1.19556,-0.08501,-1.35759
29:43.3,-1.5136,-1.23816,-1.65317,-1.11016,0.08501,-1.30329
28:52.8,-1.48794,-1.16533,-1.72065,-1.19556,-0.02834,-1.22183
28:03.2,-1.53925,-1.16533,-1.75439,-1.19556,-0.05667,-1.22183
27:16.0,-1.53925,-1.16533,-1.75439,-1.19556,-0.05667,-1.22183
26:24.1,-1.59056,-1.311,-1.88934,-1.19556,-0.25503,-1.35759
25:33.0,-1.56491,-1.311,-1.8556,-1.19556,-0.14168,-1.33044
24:44.8,-1.56491,-1.311,-1.8556,-1.19556,-0.14168,-1.33044
23:53.5,-1.64187,-1.38383,-1.88934,-1.28096,-0.11335,-1.33044
23:00.2,-1.59056,-1.311,-1.8556,-1.19556,-0.17002,-1.33044
22:05.1,-1.61621,-1.23816,-1.78812,-1.28096,-0.05667,-1.16753
21:15.2,-1.66752,-1.311,-1.82186,-1.28096,-0.08501,-1.38474
20:23.3,-1.66752,-1.311,-1.88934,-1.28096,-0.14168,-1.38474
19:28.6,-1.56491,-1.23816,-1.82186,-1.19556,-0.11335,-1.27613
18:33.1,-1.41098,-1.01966,-1.68691,-1.02477,0.08501,-1.14037
17:41.3,-1.41098,-1.0925,-1.68691,-1.11016,0.056673,-1.08607
16:48.6,-1.53925,-1.23816,-1.8556,-1.28096,-0.11335,-1.22183
15:52.3,-1.43663,-1.01966,-1.75439,-1.28096,-0.02834,-1.11322
14:56.9,-1.46229,-1.01966,-1.72065,-1.11016,-0.08501,-1.08607
14:06.9,-1.56491,-1.0925,-1.8556,-1.28096,-0.14168,-1.22183
13:17.6,-1.43663,-1.0925,-1.82186,-1.36635,-0.11335,-1.11322
12:27.8,-1.43663,-1.0925,-1.82186,-1.36635,-0.11335,-1.11322
11:35.3,-1.38533,-0.874,-1.61943,-1.45175,0.028337,-0.92316
10:47.4,-1.46229,-0.94683,-1.75439,-1.45175,0.028337,-1.00462
09:55.8,-1.56491,-1.23816,-1.88934,-1.70794,-0.08501,-1.30329
09:03.4,-1.59056,-1.23816,-1.88934,-1.70794,-0.08501,-1.33044
08:12.1,-1.59056,-1.23816,-1.88934,-1.70794,-0.08501,-1.33044
07:19.5,-1.53925,-1.23816,-1.95682,-1.70794,-0.14168,-1.38474
05:47.5,-1.61621,-1.38383,-2.05803,-1.79334,-0.3117,-1.49335
03:17.5,-1.61621,-1.38383,-2.02429,-1.70794,-0.39671,-1.38474
00:14.7,-1.30836,-0.80117,-1.5857,-1.36635,-0.02834,-0.86886
57:25.7,-1.56491,-1.16533,-1.75439,-1.62254,-0.08501,-1.16753
54:32.9,-1.64187,-1.311,-1.8556,-1.62254,-0.22669,-1.35759
51:52.4,-1.64187,-1.0925,-1.75439,-1.70794,-0.3117,-1.14037
49:24.9,-1.8471,-1.23816,-2.05803,-1.87874,-0.62341,-1.5205
47:08.8,-1.94972,-1.45666,-2.22672,-1.96413,-0.62341,-1.68341
44:23.1,-2.07799,-1.5295,-2.36167,-2.04953,-0.68008,-1.71056
41:32.6,-2.10364,-1.38383,-2.2942,-1.96413,-0.82176,-1.76487
39:02.6,-2.00103,-1.23816,-2.15924,-1.96413,-0.76509,-1.65626
36:38.3,-2.05233,-1.45666,-2.32794,-1.87874,-0.76509,-1.62911
34:26.0,-2.15495,-1.67516,-2.39541,-2.13493,-0.8501,-1.81917
32:32.6,-2.1293,-1.45666,-2.22672,-1.87874,-0.79343,-1.65626
30:49.3,-2.07799,-1.5295,-2.2942,-2.04953,-0.76509,-1.65626
29:25.6,-2.10364,-1.5295,-2.32794,-1.96413,-0.8501,-1.73771
28:03.8,-2.10364,-1.748,-2.36167,-2.04953,-0.82176,-1.79202
27:06.2,-2.33453,-2.03933,-2.49663,-2.30572,-0.96345,-2.06354
26:09.5,-2.33453,-2.03933,-2.49663,-2.30572,-0.96345,-2.06354
25:07.0,-2.43715,-1.9665,-2.53036,-2.22032,-1.04846,-2.14499
24:17.2,-2.43715,-2.33066,-2.63158,-2.39112,-1.1618,-2.2536
23:21.4,-2.53976,-2.25783,-2.69906,-2.47652,-1.19014,-2.33505
22:27.6,-2.53976,-2.25783,-2.69906,-2.47652,-1.13347,-2.2536
21:35.8,-2.51411,-2.25783,-2.66532,-2.47652,-1.21848,-2.19929
20:29.8,-2.4628,-2.03933,-2.53036,-2.13493,-1.07679,-1.92778
19:39.8,-2.48846,-2.11216,-2.5641,-2.30572,-1.10513,-2.03638
18:44.0,-2.43715,-2.25783,-2.73279,-2.47652,-1.27515,-2.28075
17:51.1,-2.43715,-2.33066,-2.76653,-2.47652,-1.27515,-2.33505
17:03.1,-2.38584,-2.25783,-2.63158,-2.39112,-1.04846,-2.19929
16:16.2,-2.38584,-2.25783,-2.63158,-2.39112,-1.04846,-2.19929
15:24.9,-2.43715,-2.25783,-2.69906,-2.39112,-1.10513,-2.22645
14:37.7,-2.43715,-2.47633,-2.86775,-2.47652,-1.21848,-2.38936
