Period,Alaska Air Group Inc Price % Change,American Airlines Group Inc Price % Change,Delta Air Lines Inc Price % Change,JetBlue Airways Corp Price % Change,Southwest Airlines Co Price % Change,United Airlines Holdings Inc Price % Change
13:46.9,-2.4628,-2.54916,-2.86775,-2.56191,-1.24681,-2.41651
12:55.1,-2.36018,-2.54916,-2.86775,-2.47652,-1.30349,-2.49796
12:06.4,-2.36018,-2.54916,-2.86775,-2.47652,-1.30349,-2.49796
11:19.0,-2.36018,-2.4035,-2.80027,-2.39112,-1.27515,-2.3622
10:28.5,-2.36018,-2.4035,-2.80027,-2.39112,-1.21848,-2.28075
09:35.9,-2.48846,-2.47633,-2.90148,-2.56191,-1.30349,-2.47081
08:49.1,-2.53976,-2.54916,-2.96896,-2.64731,-1.41683,-2.68803
08:01.9,-2.48846,-2.47633,-2.90148,-2.47652,-1.36016,-2.57942
07:10.7,-2.48846,-2.47633,-2.90148,-2.47652,-1.36016,-2.57942
06:19.4,-2.43715,-2.4035,-2.83401,-2.47652,-1.36016,-2.49796
05:33.2,-2.36018,-2.25783,-2.83401,-2.47652,-1.30349,-2.41651
04:42.7,-2.36018,-2.4035,-2.83401,-2.47652,-1.27515,-2.33505
03:52.9,-2.4628,-2.54916,-3.0027,-2.64731,-1.33182,-2.41651
03:05.7,-2.4628,-2.54916,-3.0027,-2.64731,-1.33182,-2.41651
02:16.5,-2.4628,-2.622,-3.0027,-2.64731,-1.36016,-2.47081
01:26.0,-2.48846,-2.54916,-3.03644,-2.56191,-1.3885,-2.49796
00:37.8,-2.36018,-2.4035,-2.90148,-2.56191,-1.36016,-2.33505
59:50.3,-2.41149,-2.4035,-2.90148,-2.64731,-1.33182,-2.28075
59:00.7,-2.41149,-2.25783,-2.96896,-2.64731,-1.33182,-2.28075
58:10.7,-2.41149,-2.25783,-2.96896,-2.64731,-1.33182,-2.28075
57:24.1,-2.4628,-2.33066,-3.03644,-2.73271,-1.30349,-2.41651
56:36.2,-2.4628,-2.33066,-3.03644,-2.73271,-1.30349,-2.41651
55:46.0,-2.51411,-2.54916,-3.10391,-2.8181,-1.3885,-2.3622
54:58.0,-2.56542,-2.54916,-3.17139,-2.9035,-1.44517,-2.47081
54:10.8,-2.66803,-2.69483,-3.17139,-2.9889,-1.47351,-2.63372
53:21.7,-2.66803,-2.69483,-3.17139,-2.9889,-1.47351,-2.63372
52:29.5,-2.51411,-2.4035,-3.03644,-2.9889,-1.33182,-2.49796
51:42.7,-2.79631,-2.47633,-3.10391,-2.9889,-1.44517,-2.55227
50:54.2,-2.79631,-2.69483,-3.20513,-3.0743,-1.53018,-2.76948
50:04.7,-2.84761,-2.69483,-3.17139,-3.15969,-1.53018,-2.71518
49:16.6,-2.84761,-2.69483,-3.17139,-3.15969,-1.53018,-2.71518
48:27.9,-2.84761,-2.76766,-3.20513,-3.0743,-1.53018,-2.74233
47:37.1,-2.84761,-2.69483,-3.10391,-3.0743,-1.36016,-2.60657
46:47.0,-2.79631,-2.76766,-3.13765,-3.0743,-1.44517,-2.63372
46:00.0,-2.64238,-2.622,-3.07018,-2.9035,-1.3885,-2.49796
45:11.4,-2.59107,-2.54916,-2.96896,-2.9889,-1.33182,-2.33505
44:22.1,-2.59107,-2.54916,-2.96896,-2.9889,-1.33182,-2.33505
43:33.9,-2.66803,-2.54916,-2.96896,-2.9889,-1.47351,-2.3622
42:46.1,-2.66803,-2.47633,-2.96896,-2.9889,-1.47351,-2.3622
41:56.1,-2.64238,-2.54916,-3.0027,-2.9889,-1.36016,-2.3622
41:05.3,-2.43715,-2.54916,-2.90148,-2.9035,-1.24681,-2.2536
40:17.8,-2.43715,-2.54916,-2.90148,-2.9035,-1.24681,-2.2536
39:27.0,-2.4628,-2.4035,-2.86775,-2.73271,-1.13347,-2.14499
38:31.3,-2.48846,-2.33066,-2.83401,-2.73271,-1.21848,-2.11784
37:36.3,-2.56542,-2.185,-2.86775,-2.8181,-1.30349,-2.06354
36:45.2,-2.59107,-2.25783,-2.93522,-2.9889,-1.27515,-2.22645
35:55.1,-2.71934,-2.33066,-2.90148,-2.9889,-1.24681,-2.22645
35:01.3,-2.69369,-2.4035,-3.10391,-2.9035,-1.41683,-2.3622
34:09.0,-2.64238,-2.11216,-3.0027,-2.9035,-1.36016,-2.22645
33:19.4,-2.745,-2.11216,-3.07018,-2.9035,-1.47351,-2.2536
32:28.3,-2.745,-2.03933,-3.03644,-2.9889,-1.41683,-2.28075
31:34.4,-2.745,-1.9665,-3.07018,-2.9889,-1.3885,-2.28075
30:42.9,-2.92458,-2.11216,-3.17139,-3.0743,-1.61519,-2.44366
29:55.3,-3.12981,-2.4035,-3.37382,-3.24509,-1.7002,-2.76948
29:02.2,-3.12981,-2.25783,-3.37382,-3.15969,-1.72853,-2.66087
28:09.9,-3.12981,-2.33066,-3.30634,-3.15969,-1.78521,-2.68803
27:15.7,-3.12981,-2.33066,-3.30634,-3.15969,-1.78521,-2.68803
26:23.4,-3.18112,-2.47633,-3.23887,-3.15969,-1.98356,-2.63372
25:28.5,-3.25808,-2.622,-3.40756,-3.33049,-1.98356,-2.57942
24:32.8,-3.33504,-2.76766,-3.50877,-3.41588,-2.15358,-2.82378
23:35.2,-3.43766,-2.91333,-3.57625,-3.41588,-2.15358,-2.90524
22:44.4,-3.46331,-2.91333,-3.47503,-3.41588,-2.12525,-2.82378
21:51.0,-3.46331,-2.91333,-3.50877,-3.33049,-2.12525,-2.93239
20:52.7,-3.43766,-2.91333,-3.50877,-3.41588,-2.21026,-2.93239
19:57.7,-3.43766,-2.98616,-3.50877,-3.41588,-2.35194,-3.01385
19:02.8,-3.59159,-3.27749,-3.64372,-3.58668,-2.43695,-3.20391
18:07.4,-3.54028,-3.20466,-3.60999,-3.58668,-2.5503,-3.12245
17:13.4,-3.43766,-3.13183,-3.47503,-3.50128,-2.35194,-2.9867
16:15.9,-3.23243,-2.8405,-3.30634,-3.24509,-2.04024,-2.79663
15:19.6,-2.89892,-2.69483,-3.20513,-3.15969,-2.0119,-2.57942
14:26.0,-2.84761,-2.69483,-3.17139,-3.15969,-1.95523,-2.57942
13:34.1,-2.87327,-2.76766,-3.20513,-3.24509,-2.0119,-2.63372
12:37.7,-2.92458,-2.76766,-3.34008,-3.24509,-1.98356,-2.71518
10:45.0,-2.87327,-2.8405,-3.37382,-3.24509,-1.95523,-2.85094
08:34.0,-2.82196,-2.622,-3.34008,-3.15969,-1.89855,-2.79663
06:12.2,-2.64238,-2.4035,-3.17139,-2.8181,-1.67186,-2.55227
03:36.8,-2.71934,-2.54916,-3.30634,-2.9889,-1.78521,-2.63372
01:11.2,-2.66803,-2.47633,-3.03644,-2.8181,-1.64353,-2.3079
58:45.9,-2.53976,-2.4035,-3.0027,-2.64731,-1.50184,-2.38936
56:26.4,-2.4628,-2.185,-2.80027,-2.47652,-1.53018,-2.06354
54:08.5,-2.4628,-2.11216,-2.73279,-2.47652,-1.67186,-2.06354
51:53.7,-2.4628,-2.185,-2.73279,-2.47652,-1.50184,-2.06354
49:49.7,-2.48846,-2.4035,-2.73279,-2.39112,-1.61519,-2.09069
47:51.5,-2.43715,-2.25783,-2.69906,-2.39112,-1.55852,-2.17214
45:37.2,-2.41149,-2.11216,-2.69906,-2.30572,-1.41683,-2.14499
43:23.0,-2.43715,-1.82083,-2.46289,-2.13493,-1.27515,-1.79202
41:11.0,-2.38584,-1.89366,-2.32794,-1.96413,-1.04846,-1.60195
38:58.0,-2.18061,-1.82083,-2.26046,-1.96413,-0.99178,-1.43904
36:42.7,-2.20626,-1.9665,-2.19298,-1.96413,-0.96345,-1.43904
34:52.8,-1.87276,-1.60233,-1.99055,-1.70794,-0.79343,-1.16753
33:17.5,-2.07799,-1.82083,-2.19298,-1.87874,-0.82176,-1.4662
31:52.5,-2.07799,-1.89366,-2.26046,-1.96413,-0.96345,-1.60195
30:18.2,-2.20626,-1.89366,-2.2942,-1.96413,-1.07679,-1.79202
29:02.5,-2.00103,-1.9665,-2.22672,-1.96413,-0.96345,-1.73771
27:50.5,-2.05233,-2.11216,-2.22672,-1.96413,-0.99178,-1.84632
26:23.8,-2.05233,-2.185,-2.32794,-2.04953,-0.99178,-1.87347
25:11.1,-2.20626,-2.33066,-2.42915,-2.04953,-1.07679,-2.00923
24:04.4,-2.48846,-2.622,-2.66532,-2.47652,-1.3885,-2.2536
23:03.1,-2.48846,-2.622,-2.66532,-2.47652,-1.3885,-2.2536
21:59.8,-2.53976,-2.76766,-2.80027,-2.47652,-1.3885,-2.3622
21:00.8,-2.33453,-2.54916,-2.63158,-2.22032,-1.13347,-2.09069
20:07.6,-2.33453,-2.622,-2.59784,-2.30572,-1.10513,-2.09069
19:17.8,-2.51411,-2.76766,-2.76653,-2.30572,-1.24681,-2.3622
18:28.8,-2.43715,-2.8405,-2.73279,-2.39112,-1.13347,-2.3079
17:36.9,-2.30888,-2.8405,-2.76653,-2.39112,-1.1618,-2.19929
16:48.1,-2.38584,-2.91333,-2.76653,-2.30572,-1.1618,-2.17214
15:57.2,-2.71934,-3.20466,-2.90148,-2.56191,-1.27515,-2.41651
14:53.6,-2.87327,-3.27749,-2.93522,-2.64731,-1.33182,-2.49796
13:57.9,-2.87327,-3.35033,-3.10391,-2.73271,-1.3885,-2.68803
12:50.8,-2.82196,-3.42316,-3.13765,-2.64731,-1.30349,-2.63372
12:01.4,-2.82196,-3.20466,-3.10391,-2.8181,-1.24681,-2.52512
11:12.4,-2.97589,-3.35033,-3.13765,-2.8181,-1.30349,-2.63372
10:15.2,-2.87327,-3.27749,-3.10391,-2.73271,-1.24681,-2.55227
09:20.9,-2.64238,-3.05899,-3.0027,-2.64731,-1.1618,-2.41651
08:28.1,-2.77065,-3.05899,-3.07018,-2.73271,-1.21848,-2.55227
07:34.7,-2.82196,-3.27749,-3.13765,-2.73271,-1.21848,-2.57942
06:40.4,-2.79631,-3.20466,-3.03644,-2.73271,-1.21848,-2.55227
05:47.5,-2.82196,-3.05899,-3.03644,-2.64731,-1.21848,-2.52512
04:56.3,-2.89892,-2.98616,-2.93522,-2.56191,-1.10513,-2.38936
04:00.4,-3.00154,-3.20466,-3.10391,-2.8181,-1.1618,-2.60657
03:02.5,-3.23243,-3.35033,-3.23887,-2.9035,-1.19014,-2.76948
02:13.0,-3.15546,-3.35033,-3.23887,-2.8181,-1.1618,-2.71518
01:18.2,-3.0785,-3.20466,-3.17139,-2.8181,-1.19014,-2.68803
00:30.2,-3.00154,-3.20466,-3.13765,-2.64731,-1.27515,-2.63372
59:43.9,-3.00154,-3.20466,-3.13765,-2.64731,-1.27515,-2.63372
58:53.4,-2.95023,-3.20466,-3.13765,-2.8181,-1.30349,-2.55227
58:02.6,-3.15546,-3.49599,-3.37382,-2.9889,-1.44517,-2.85094
57:13.3,-3.15546,-3.49599,-3.37382,-2.9889,-1.44517,-2.85094
56:26.7,-3.18112,-3.56883,-3.4413,-3.0743,-1.47351,-2.79663
55:36.9,-3.23243,-3.71449,-3.50877,-3.24509,-1.64353,-2.90524
54:47.4,-3.12981,-3.78733,-3.50877,-3.15969,-1.61519,-3.041
54:00.8,-3.12981,-3.78733,-3.50877,-3.15969,-1.61519,-3.041
53:11.9,-3.18112,-3.64166,-3.50877,-2.9889,-1.7002,-2.9867
52:23.7,-3.05285,-3.49599,-3.30634,-2.9889,-1.50184,-2.87809
51:35.9,-3.0785,-3.71449,-3.37382,-3.15969,-1.55852,-3.14961
50:48.5,-3.15546,-3.56883,-3.30634,-3.0743,-1.55852,-3.0953
49:59.2,-2.97589,-3.42316,-3.07018,-2.9035,-1.47351,-2.82378
49:08.7,-2.64238,-2.98616,-2.73279,-2.64731,-1.13347,-2.52512
48:19.7,-2.51411,-2.8405,-2.73279,-2.56191,-0.96345,-2.44366
47:31.1,-2.41149,-2.76766,-2.5641,-2.56191,-0.93511,-2.28075
46:42.0,-2.48846,-2.98616,-2.66532,-2.56191,-1.10513,-2.49796
45:54.9,-2.33453,-3.05899,-2.80027,-2.56191,-1.27515,-2.60657
45:05.8,-2.28322,-2.8405,-2.69906,-2.39112,-0.99178,-2.22645
44:16.2,-2.25757,-2.8405,-2.66532,-2.64731,-0.99178,-2.3079
43:29.2,-2.25757,-2.8405,-2.66532,-2.64731,-0.99178,-2.3079
42:41.8,-2.56542,-3.13183,-2.90148,-2.73271,-1.19014,-2.71518
41:52.2,-2.56542,-3.13183,-2.86775,-2.8181,-1.13347,-2.63372
41:03.8,-2.56542,-3.13183,-2.86775,-2.8181,-1.13347,-2.63372
40:16.9,-2.41149,-3.13183,-2.93522,-2.73271,-1.04846,-2.60657
39:26.0,-2.33453,-2.98616,-2.80027,-2.56191,-0.87844,-2.41651
38:36.1,-2.48846,-3.13183,-2.83401,-2.8181,-0.93511,-2.47081
37:48.9,-2.48846,-3.13183,-2.83401,-2.8181,-0.93511,-2.47081
37:00.2,-2.36018,-2.98616,-2.86775,-2.64731,-1.04846,-2.57942
36:11.7,-2.23191,-2.76766,-2.5641,-2.30572,-0.70842,-2.22645
35:25.0,-2.1293,-2.76766,-2.5641,-2.22032,-0.65174,-2.06354
34:37.9,-2.1293,-2.76766,-2.5641,-2.22032,-0.65174,-2.06354
33:47.9,-2.10364,-2.33066,-2.36167,-2.22032,-0.56673,-1.81917
32:58.2,-2.20626,-2.185,-2.36167,-2.30572,-0.5384,-1.95493
32:11.2,-2.20626,-2.185,-2.36167,-2.30572,-0.5384,-1.95493
31:21.5,-2.23191,-2.4035,-2.5641,-2.39112,-0.82176,-2.06354
30:31.8,-2.28322,-2.69483,-2.76653,-2.64731,-0.90677,-2.2536
29:44.7,-2.1293,-2.54916,-2.59784,-2.39112,-0.8501,-2.14499
28:56.0,-2.4628,-2.8405,-2.93522,-2.64731,-1.10513,-2.33505
28:08.0,-2.4628,-2.8405,-2.93522,-2.64731,-1.10513,-2.33505
27:18.3,-2.36018,-3.13183,-3.23887,-2.9889,-1.04846,-2.49796
26:31.3,-2.36018,-3.13183,-3.23887,-2.9889,-1.04846,-2.49796
25:41.4,-2.48846,-3.13183,-3.2726,-2.9889,-1.21848,-2.71518
24:51.2,-2.25757,-3.35033,-3.47503,-3.15969,-1.21848,-2.95954
24:04.5,-2.25757,-3.35033,-3.47503,-3.15969,-1.21848,-2.95954
23:13.6,-2.25757,-3.13183,-3.34008,-2.9889,-1.04846,-2.68803
22:25.9,-2.53976,-3.20466,-3.37382,-3.24509,-1.21848,-2.93239
21:37.3,-2.53976,-3.49599,-3.64372,-3.15969,-1.30349,-2.95954
20:48.4,-2.61673,-3.56883,-3.77868,-3.41588,-1.36016,-3.01385
20:01.6,-2.61673,-3.56883,-3.77868,-3.41588,-1.36016,-3.01385
19:13.6,-2.89892,-4.29716,-4.11606,-3.67208,-1.72853,-3.42112
18:27.6,-2.89892,-4.29716,-4.11606,-3.67208,-1.72853,-3.42112
17:38.9,-2.82196,-4.22433,-3.98111,-3.67208,-1.64353,-3.39397
16:49.8,-2.51411,-3.93299,-3.60999,-3.41588,-1.21848,-3.06815
16:00.4,-2.61673,-4.15149,-3.84615,-3.58668,-1.41683,-3.28537
15:13.7,-2.56542,-4.15149,-3.74494,-3.41588,-1.36016,-3.06815
14:23.6,-2.56542,-4.15149,-3.74494,-3.41588,-1.36016,-3.06815
13:29.9,-2.36018,-3.86016,-3.37382,-3.15969,-1.07679,-2.74233
12:41.0,-2.20626,-3.56883,-3.2726,-3.15969,-1.02012,-2.68803
11:49.9,-2.05233,-2.98616,-2.90148,-2.73271,-0.8501,-2.47081
10:58.5,-1.87276,-2.8405,-2.66532,-2.39112,-0.48172,-2.19929
10:08.1,-1.61621,-2.54916,-2.5641,-2.39112,-0.45339,-1.92778
09:18.6,-1.18009,-2.47633,-2.5641,-2.39112,-0.45339,-1.81917
08:25.7,-1.18009,-2.185,-2.42915,-2.30572,-0.39671,-1.73771
07:34.1,-1.12878,-1.60233,-1.99055,-1.96413,-0.05667,-1.22183
06:44.4,-1.2314,-1.748,-2.12551,-1.79334,-0.08501,-1.35759
05:54.7,-1.33402,-1.82083,-2.22672,-1.70794,-0.17002,-1.5205
05:02.1,-1.33402,-2.03933,-2.36167,-1.79334,-0.25503,-1.71056
04:10.4,-1.2314,-1.9665,-2.19298,-1.62254,-0.28337,-1.41189
03:20.6,-1.25705,-1.9665,-2.42915,-1.70794,-0.39671,-1.54765
02:30.5,-1.28271,-1.82083,-2.36167,-1.70794,-0.39671,-1.38474
01:38.2,-1.38533,-1.9665,-2.59784,-1.79334,-0.34004,-1.5205
00:47.2,-1.48794,-2.47633,-3.0027,-2.13493,-0.65174,-1.98208
59:59.1,-0.97486,-2.11216,-2.09177,-1.79334,-0.36838,-1.4662
59:10.6,-0.84659,-2.03933,-1.8556,-1.79334,-0.36838,-1.43904
58:20.5,-0.64135,-1.60233,-1.5857,-1.53715,-0.02834,-1.11322
57:34.0,-0.74397,-1.82083,-1.61943,-1.62254,-0.05667,-1.22183
56:43.9,-0.59005,-1.45666,-1.417,-1.45175,0.08501,-1.03177
55:54.3,-0.59005,-1.38383,-1.31579,-1.36635,0.028337,-0.95031
55:07.2,-0.43612,-1.23816,-1.24831,-1.19556,0.056673,-0.7331
54:19.1,-0.46178,-1.16533,-1.1471,-1.28096,0.113347,-0.67879
53:30.8,-0.59005,-1.01966,-1.01215,-1.19556,0.17002,-0.51588
52:43.9,-0.59005,-1.0925,-1.07962,-1.11016,0.141683,-0.51588
51:55.4,-0.25654,-0.58267,-0.77598,-0.76857,0.396713,-0.19006
51:06.1,-0.15393,-0.29133,-0.53981,-0.68318,0.595069,0.081455
50:16.9,-0.15393,-0.437,-0.67476,-0.76857,0.42505,-0.08146
49:28.7,0,-0.29133,-0.4386,-0.51238,0.51006,0.135759
48:41.1,0,-0.437,-0.47233,-0.59778,0.42505,0.081455
47:53.1,0.025654,-0.2185,-0.40486,-0.34159,0.51006,0.162911
47:07.7,0.025654,-0.2185,-0.40486,-0.34159,0.51006,0.162911
46:18.9,0.051308,0,-0.37112,-0.34159,0.623406,0.135759
45:31.1,0.051308,-0.14567,-0.50607,-0.34159,0.538396,0.054304
44:44.2,0.153925,-0.2185,-0.60729,-0.42699,0.481723,-0.10861
43:58.5,0.153925,-0.14567,-0.53981,-0.51238,0.51006,0.081455
43:10.2,0.153925,-0.14567,-0.53981,-0.51238,0.51006,0.081455
42:20.5,0.153925,-0.437,-0.64103,-0.51238,0.368376,-0.08146
41:32.0,0.153925,-0.50983,-0.60729,-0.59778,0.368376,-0.13576
40:44.6,-0.20523,-0.72833,-0.84345,-0.68318,0.25503,-0.35297
39:56.5,0,-0.2185,-0.26991,-0.42699,0.51006,0.054304
39:10.2,0.025654,-0.07283,-0.20243,-0.42699,0.453386,0.108607
38:24.1,0.128271,0,-0.13495,-0.25619,0.566733,0.190062
37:35.3,0.230888,0.072833,-0.03374,0,0.708416,0.380125
36:47.4,0.487429,0.2185,0.202429,0,0.821763,0.46158
36:02.2,0.487429,0.2185,0.202429,0,0.821763,0.46158
35:12.7,0.487429,0.509832,0.269906,0.085397,0.736753,0.597339
34:22.3,0.692663,0.655499,0.404858,0.256191,1.076792,0.705946
33:37.0,0.692663,0.655499,0.404858,0.256191,1.076792,0.705946
32:47.6,0.461775,0.801165,0.438596,0,1.161802,0.651643
31:59.1,0.461775,0.801165,0.438596,0.256191,1.161802,0.624491
31:12.1,0.256542,0.509832,0.236167,0.085397,0.963446,0.407277
30:22.8,0.282196,0.436999,0.168691,0,0.821763,0.325821
29:34.4,0.282196,0.436999,0.168691,0,0.821763,0.325821
28:48.1,0.384813,0.582666,0.438596,0.170794,1.076792,0.570187
28:00.6,0.513084,0.728332,0.438596,0.256191,1.161802,0.624491
27:12.3,0.538738,0.436999,0.269906,0.085397,1.105129,0.434428
26:24.8,0.692663,1.019665,0.438596,0.256191,1.275149,0.678794
25:37.9,0.820934,1.092498,0.641026,0.341588,1.275149,0.92316
24:49.2,0.718317,0.873999,0.472335,0.256191,1.161802,0.733098
24:00.5,0.872242,1.165331,0.641026,0.512383,1.275149,0.950312
23:13.9,0.79528,1.165331,0.539811,0.512383,1.218475,0.841705
22:24.8,0.692663,1.092498,0.573549,0.512383,1.161802,0.868857
21:35.7,0.436121,0.728332,0.269906,0.256191,0.906772,0.624491
20:48.7,0.436121,0.728332,0.269906,0.256191,0.906772,0.624491
19:58.7,0.333504,0.582666,0.202429,0.170794,0.850099,0.325821
19:11.4,0.256542,0.582666,0.168691,0,0.765089,0.407277
18:25.7,-0.10262,0.2185,0,-0.17079,0.566733,0.271518
17:39.3,-0.10262,0.436999,0.033738,0,0.566733,0.407277
16:51.1,0.179579,0.655499,0.269906,0.170794,0.850099,0.787402
16:03.0,0.076963,0.364166,0.202429,0.085397,0.736753,0.733098
15:17.7,0.128271,0.582666,0.168691,0.170794,0.765089,0.678794
14:28.9,0,0.509832,0.168691,0.256191,0.736753,0.705946
13:40.6,0,0.509832,0.168691,0.256191,0.736753,0.705946
12:55.0,0.051308,0.655499,0.37112,0.426985,0.850099,0.977464
12:06.8,-0.07696,0.436999,0.236167,0.170794,0.821763,0.76025
11:19.5,-0.05131,0.145666,0.101215,0.170794,0.651743,0.651643
10:33.1,-0.05131,0.145666,0.101215,0.170794,0.651743,0.651643
09:45.6,-0.17958,0.2185,0.134953,0.170794,0.595069,0.651643
08:58.1,-0.05131,0.291333,0.337382,0.341588,0.821763,0.733098
08:10.1,-0.17958,0.364166,0.37112,0.256191,0.793426,0.678794
07:25.5,-0.05131,0.2185,0.404858,0.256191,0.878436,0.733098
06:37.0,-0.3335,-0.14567,0.134953,-0.17079,0.481723,0.271518
05:49.8,-0.3335,0,0.067476,0.170794,0.481723,0.352973
05:05.0,-0.64135,-0.29133,-0.06748,-0.17079,0.226693,0
04:20.1,-0.74397,-0.58267,-0.23617,-0.34159,0.028337,-0.24437
03:34.2,-0.74397,-0.58267,-0.23617,-0.34159,0.028337,-0.24437
02:49.0,-0.64135,-0.437,-0.10121,-0.25619,0.056673,-0.19006
02:04.0,-0.56439,0,0,0,0.283366,0.054304
01:19.3,-0.38481,0.072833,0.202429,0.170794,0.453386,0.29867
00:35.0,-0.38481,0.072833,0.202429,0.170794,0.453386,0.29867
59:47.7,-0.6157,0,0.337382,0.170794,0.595069,0.29867
58:58.8,-0.25654,0.436999,0.573549,0.512383,0.680079,0.488732
58:14.2,-0.25654,0.436999,0.573549,0.512383,0.680079,0.488732
57:27.6,-0.25654,0.582666,0.539811,0.512383,0.708416,0.407277
56:40.4,-0.43612,-0.14567,0.202429,0.170794,0.566733,0.054304
55:53.3,-0.71832,-0.6555,-0.26991,-0.25619,0.226693,-0.67879
55:07.8,-0.71832,-0.6555,-0.33738,-0.0854,0.08501,-0.92316
54:22.2,-0.71832,-0.6555,-0.33738,-0.0854,0.08501,-0.92316
53:34.4,-0.69266,-0.94683,-0.37112,-0.34159,0.113347,-1.03177
52:47.1,-0.23089,-0.72833,-0.16869,-0.0854,0.283366,-0.7874
51:57.4,0.205233,0.145666,0.438596,0.512383,0.708416,-0.02715
51:09.1,0.513084,0.145666,0.472335,0.512383,0.765089,-0.08146
50:22.8,0.564392,0.364166,0.539811,0.59778,0.878436,0.135759
49:35.1,0.564392,0.364166,0.539811,0.683177,0.878436,0.244366
48:46.7,0.692663,0.801165,0.74224,0.768574,1.020119,0.515884
47:58.5,0.923551,0.801165,0.877193,0.939368,1.105129,0.787402
47:11.5,1.077476,0.655499,0.944669,0.939368,1.133466,0.896009
46:07.4,1.693176,1.82083,1.889339,1.707942,1.785208,1.954928
45:22.0,1.334017,1.456664,1.68691,1.451751,1.615188,1.601955
44:38.3,1.334017,1.383831,1.653171,1.280956,1.501842,1.5205
43:53.1,1.334017,1.310998,1.551957,1.366354,1.303485,1.411892
43:08.1,1.436634,1.529497,1.720648,1.195559,1.388495,1.629107
42:25.0,1.436634,1.747997,1.889339,1.366354,1.331822,1.873473
41:40.0,1.308363,1.238165,1.551957,1.110162,1.161802,1.547651
40:54.6,1.308363,1.238165,1.551957,1.110162,1.161802,1.547651
40:09.3,1.847101,1.383831,1.585695,1.451751,1.331822,1.792017
39:21.3,1.744484,1.747997,1.653171,1.537148,1.558515,1.927776
38:36.3,1.436634,1.456664,1.383266,1.366354,1.331822,1.656258
37:53.2,1.231401,1.019665,0.978408,1.110162,1.133466,1.276134
37:06.1,1.590559,1.675164,1.315789,1.622545,1.728535,1.710562
36:10.7,1.590559,1.82083,1.315789,1.451751,1.700198,1.710562
35:25.9,1.539251,1.383831,1.248313,0.853971,1.700198,1.411892
33:32.1,0.872242,0.436999,0.506073,0.853971,1.218475,0.678794
32:46.2,0.718317,0.436999,0.438596,0.683177,1.530179,1.004616
32:04.5,0.820934,0.655499,0.843455,1.024765,1.926891,1.140375
31:21.7,0.820934,0.655499,0.843455,1.024765,1.926891,1.140375
30:38.6,1.334017,2.184996,1.349528,1.793339,2.040238,1.954928
8/11/2020 16:00,,,,,,
8/11/2020 16:00,0,0,0,0,0,0