Period,Alaska Air Group Inc Price,American Airlines Group Inc Price,Delta Air Lines Inc Price,JetBlue Airways Corp Price,Southwest Airlines Co Price,United Airlines Holdings Inc Price
8/11/2020 16:00:00,38.98,13.73,29.64,11.71,35.29,36.83
8/12/2020 9:30:39,39.5,14.03,30.04,11.92,36.01,37.55
8/12/2020 9:31:22,39.3,13.82,29.89,11.83,35.97,37.25
8/12/2020 9:32:04,39.3,13.82,29.89,11.83,35.97,37.25
8/12/2020 9:32:46,39.26,13.79,29.77,11.79,35.83,37.2
8/12/2020 9:33:32,39.32,13.79,29.79,11.81,35.72,37.08
8/12/2020 9:35:26,39.58,13.92,30.01,11.81,35.89,37.35
8/12/2020 9:36:11,39.6,13.98,30.03,11.88,35.89,37.46
8/12/2020 9:37:06,39.6,13.96,30.03,11.9,35.9,37.46
8/12/2020 9:37:53,39.46,13.87,29.93,11.84,35.69,37.3
8/12/2020 9:38:36,39.54,13.93,30.05,11.87,35.76,37.44
8/12/2020 9:39:21,39.66,13.97,30.13,11.89,35.84,37.54
8/12/2020 9:40:09,39.7,13.92,30.11,11.88,35.76,37.49
8/12/2020 9:40:55,39.49,13.9,30.1,11.84,35.7,37.4
8/12/2020 9:41:40,39.49,13.9,30.1,11.84,35.7,37.4
8/12/2020 9:42:25,39.54,13.97,30.2,11.87,35.76,37.52
8/12/2020 9:43:08,39.54,13.94,30.15,11.85,35.78,37.43
8/12/2020 9:43:53,39.5,13.91,30.1,11.87,35.75,37.35
8/12/2020 9:44:38,39.5,13.92,30.13,11.86,35.82,37.39
8/12/2020 9:45:22,39.5,13.93,30.14,11.88,35.86,37.42
8/12/2020 9:46:07,39.64,13.98,30.2,11.91,35.92,37.55
8/12/2020 9:47:12,39.4,13.82,29.92,11.82,35.69,37.16
8/12/2020 9:47:59,39.34,13.84,29.9,11.82,35.68,37.12
8/12/2020 9:48:47,39.25,13.84,29.86,11.8,35.65,37.02
8/12/2020 9:49:35,39.2,13.78,29.8,11.79,35.6,36.92
8/12/2020 9:50:23,39.2,13.78,29.8,11.78,35.6,36.88
8/12/2020 9:51:09,39.18,13.75,29.78,11.77,35.56,36.8
8/12/2020 9:51:57,39.06,13.75,29.77,11.77,35.54,36.82
8/12/2020 9:52:47,38.89,13.63,29.59,11.7,35.39,36.54
8/12/2020 9:53:34,38.71,13.6,29.53,11.67,35.33,36.45
8/12/2020 9:54:22,38.7,13.64,29.54,11.7,35.32,36.49
8/12/2020 9:55:08,38.7,13.64,29.54,11.7,35.32,36.49
8/12/2020 9:55:53,38.7,13.64,29.56,11.68,35.37,36.58
8/12/2020 9:56:40,38.81,13.71,29.7,11.73,35.49,36.85
8/12/2020 9:57:28,38.88,13.81,29.8,11.77,35.54,36.98
8/12/2020 9:58:14,38.88,13.79,29.81,11.77,35.53,37.01
8/12/2020 9:58:59,38.88,13.79,29.81,11.77,35.53,37.01
8/12/2020 9:59:48,38.74,13.73,29.74,11.73,35.5,36.94
8/12/2020 10:00:35,38.83,13.74,29.7,11.73,35.45,36.94
8/12/2020 10:01:19,38.83,13.74,29.7,11.73,35.45,36.94
8/12/2020 10:02:04,38.76,13.73,29.64,11.71,35.39,36.85
8/12/2020 10:02:49,38.73,13.67,29.61,11.68,35.31,36.76
8/12/2020 10:03:34,38.69,13.65,29.57,11.67,35.3,36.74
8/12/2020 10:04:20,38.69,13.65,29.57,11.67,35.3,36.74
8/12/2020 10:05:05,38.73,13.69,29.62,11.69,35.37,36.83
8/12/2020 10:05:50,38.85,13.73,29.66,11.73,35.46,36.96
8/12/2020 10:06:37,38.85,13.71,29.68,11.69,35.46,36.93
8/12/2020 10:07:26,38.96,13.76,29.76,11.74,35.6,37.1
8/12/2020 10:08:10,38.91,13.78,29.75,11.74,35.57,37.08
8/12/2020 10:08:58,38.96,13.77,29.74,11.75,35.58,37.1
8/12/2020 10:09:46,38.91,13.76,29.68,11.73,35.5,37.07
8/12/2020 10:10:33,38.96,13.75,29.67,11.73,35.52,37.07
8/12/2020 10:11:19,38.96,13.75,29.67,11.73,35.52,37.07
8/12/2020 10:12:07,38.95,13.79,29.71,11.73,35.58,37.11
8/12/2020 10:12:55,39,13.82,29.75,11.76,35.59,37.19
8/12/2020 10:13:41,38.98,13.8,29.69,11.74,35.55,37.09
8/12/2020 10:14:29,38.98,13.8,29.69,11.74,35.55,37.09
8/12/2020 10:15:18,39.03,13.81,29.69,11.73,35.56,37.08
8/12/2020 10:16:03,39.01,13.78,29.7,11.72,35.55,37.1
8/12/2020 10:16:51,39.05,13.82,29.72,11.73,35.59,37.12
8/12/2020 10:17:39,38.94,13.79,29.65,11.71,35.49,36.98
8/12/2020 10:18:26,38.94,13.76,29.64,11.69,35.49,36.93
8/12/2020 10:19:11,39.08,13.81,29.69,11.71,35.56,36.98
8/12/2020 10:19:59,39.11,13.81,29.7,11.73,35.59,36.95
8/12/2020 10:20:49,39.15,13.83,29.72,11.74,35.61,37.06
8/12/2020 10:21:36,39.15,13.83,29.72,11.74,35.61,37.06
8/12/2020 10:22:25,39.25,13.88,29.81,11.77,35.7,37.15
8/12/2020 10:23:14,39.29,13.89,29.8,11.77,35.72,37.14
8/12/2020 10:24:01,39.32,13.89,29.83,11.77,35.74,37.18
8/12/2020 10:24:49,39.26,13.85,29.78,11.74,35.7,37.1
8/12/2020 10:25:38,39.3,13.88,29.83,11.75,35.74,37.17
8/12/2020 10:26:25,39.25,13.87,29.77,11.74,35.74,37.08
8/12/2020 10:27:12,39.19,13.79,29.72,11.72,35.68,36.99
8/12/2020 10:28:01,39.18,13.83,29.77,11.74,35.7,37.06
8/12/2020 10:28:48,39.13,13.81,29.77,11.73,35.67,37.04
8/12/2020 10:29:34,39.09,13.79,29.69,11.71,35.58,36.95
8/12/2020 10:30:23,39.09,13.79,29.69,11.71,35.58,36.95
8/12/2020 10:31:12,39.08,13.8,29.71,11.72,35.63,36.98
8/12/2020 10:31:59,39.16,13.84,29.77,11.74,35.7,37.06
8/12/2020 10:32:48,39.16,13.84,29.77,11.71,35.7,37.07
8/12/2020 10:33:37,39.25,13.82,29.76,11.74,35.67,37.09
8/12/2020 10:34:22,39.25,13.82,29.76,11.74,35.67,37.09
8/12/2020 10:35:13,39.17,13.8,29.72,11.72,35.55,37.05
8/12/2020 10:36:02,39.17,13.76,29.7,11.71,35.58,37
8/12/2020 10:36:47,39.17,13.76,29.7,11.71,35.58,37
8/12/2020 10:37:35,39.07,13.74,29.63,11.71,35.54,36.97
8/12/2020 10:38:24,39.03,13.73,29.6,11.68,35.49,36.9
8/12/2020 10:39:10,38.99,13.72,29.58,11.66,35.45,36.87
8/12/2020 10:39:56,38.98,13.7,29.56,11.66,35.47,36.85
8/12/2020 10:40:45,38.9,13.63,29.39,11.63,35.38,36.7
8/12/2020 10:41:32,39.04,13.66,29.46,11.64,35.42,36.78
8/12/2020 10:42:20,39.04,13.67,29.45,11.65,35.42,36.8
8/12/2020 10:43:10,39.04,13.71,29.48,11.65,35.47,36.86
8/12/2020 10:43:59,39.04,13.71,29.48,11.65,35.47,36.86
8/12/2020 10:44:44,39.04,13.7,29.46,11.66,35.46,36.79
8/12/2020 10:45:31,39,13.71,29.49,11.67,35.48,36.85
8/12/2020 10:46:19,39,13.73,29.53,11.67,35.51,36.88
8/12/2020 10:47:08,38.99,13.7,29.52,11.67,35.47,36.89
8/12/2020 10:47:53,38.99,13.7,29.52,11.67,35.47,36.89
8/12/2020 10:48:41,38.98,13.67,29.5,11.64,35.44,36.86
8/12/2020 10:49:29,38.98,13.69,29.51,11.65,35.47,36.88
8/12/2020 10:50:17,38.92,13.67,29.44,11.62,35.44,36.8
8/12/2020 10:51:06,38.92,13.69,29.48,11.63,35.5,36.86
8/12/2020 10:51:55,38.88,13.65,29.41,11.62,35.43,36.76
8/12/2020 10:52:44,38.75,13.58,29.32,11.58,35.34,36.64
8/12/2020 10:53:31,38.75,13.59,29.34,11.57,35.35,36.64
8/12/2020 10:54:19,38.8,13.57,29.3,11.56,35.33,36.58
8/12/2020 10:55:07,38.81,13.56,29.27,11.57,35.31,36.56
8/12/2020 10:55:54,38.75,13.54,29.25,11.55,35.3,36.48
8/12/2020 10:56:44,38.75,13.53,29.22,11.54,35.32,36.45
8/12/2020 10:57:34,38.69,13.48,29.16,11.52,35.27,36.38
8/12/2020 10:58:21,38.73,13.51,29.17,11.53,35.28,36.42
8/12/2020 10:59:11,38.65,13.45,29.09,11.5,35.16,36.3
8/12/2020 10:59:59,38.6,13.44,29.02,11.5,35.16,36.29
8/12/2020 11:00:47,38.4,13.39,28.75,11.46,35.06,36.1
8/12/2020 11:01:38,38.44,13.46,28.87,11.5,35.17,36.27
8/12/2020 11:02:31,38.48,13.48,28.94,11.51,35.15,36.32
8/12/2020 11:03:21,38.49,13.46,28.92,11.51,35.15,36.26
8/12/2020 11:04:10,38.5,13.46,28.99,11.52,35.19,36.31
8/12/2020 11:05:02,38.46,13.45,28.94,11.5,35.2,36.2
8/12/2020 11:05:55,38.46,13.48,28.98,11.51,35.23,36.27
8/12/2020 11:06:44,38.5,13.49,29.01,11.5,35.26,36.33
8/12/2020 11:07:34,38.54,13.51,29.05,11.48,35.27,36.38
8/12/2020 11:08:26,38.52,13.43,28.92,11.44,35.15,36.19
8/12/2020 11:09:19,38.52,13.39,28.88,11.43,35.13,36.16
8/12/2020 11:10:08,38.35,13.38,28.88,11.43,35.13,36.12
8/12/2020 11:10:58,38.25,13.34,28.85,11.43,35.12,36.02
8/12/2020 11:11:50,38.18,13.32,28.78,11.39,34.99,35.92
8/12/2020 11:12:41,38.12,13.24,28.67,11.34,34.93,35.84
8/12/2020 11:13:30,38.06,13.2,28.64,11.34,34.91,35.82
8/12/2020 11:14:24,37.98,13.16,28.53,11.31,34.81,35.7
8/12/2020 11:15:14,37.98,13.16,28.53,11.31,34.81,35.7
8/12/2020 11:16:00,37.96,13.16,28.5,11.29,34.79,35.62
8/12/2020 11:16:50,38,13.19,28.57,11.31,34.86,35.7
8/12/2020 11:17:39,37.88,13.15,28.46,11.28,34.71,35.58
8/12/2020 11:18:28,37.85,13.14,28.42,11.28,34.68,35.57
8/12/2020 11:19:14,37.85,13.14,28.42,11.28,34.68,35.57
8/12/2020 11:20:02,37.96,13.24,28.52,11.31,34.81,35.72
8/12/2020 11:20:48,37.96,13.24,28.52,11.31,34.81,35.72
8/12/2020 11:21:37,37.99,13.25,28.56,11.34,34.83,35.74
8/12/2020 11:22:26,37.99,13.29,28.64,11.33,34.86,35.75
8/12/2020 11:23:14,38.1,13.3,28.65,11.36,34.92,35.84
8/12/2020 11:24:04,38.1,13.27,28.61,11.34,34.86,35.74
8/12/2020 11:24:51,38.1,13.27,28.61,11.34,34.86,35.74
8/12/2020 11:25:41,38.01,13.3,28.67,11.36,34.86,35.83
8/12/2020 11:26:31,38.06,13.3,28.68,11.36,34.92,35.91
8/12/2020 11:27:18,38.06,13.3,28.68,11.36,34.92,35.91
8/12/2020 11:28:08,38.02,13.34,28.77,11.4,34.9,35.97
8/12/2020 11:28:56,38.02,13.34,28.77,11.4,34.9,35.97
8/12/2020 11:29:45,38.15,13.38,28.87,11.43,34.99,36.04
8/12/2020 11:30:32,38.09,13.36,28.82,11.4,34.97,36
8/12/2020 11:31:21,38.11,13.4,28.88,11.43,35,36.07
8/12/2020 11:32:11,38.12,13.43,28.94,11.44,35.1,36.11
8/12/2020 11:32:58,38.12,13.43,28.94,11.44,35.1,36.11
8/12/2020 11:33:48,38.16,13.41,28.94,11.45,35.09,36.16
8/12/2020 11:34:38,38.15,13.35,28.88,11.45,35.06,36.07
8/12/2020 11:35:25,38.15,13.35,28.88,11.45,35.06,36.07
8/12/2020 11:36:12,38.11,13.35,28.88,11.44,35.04,36.01
8/12/2020 11:37:00,38.06,13.32,28.79,11.4,34.92,35.88
8/12/2020 11:37:49,38.01,13.3,28.8,11.38,34.96,35.92
8/12/2020 11:38:36,38.01,13.3,28.8,11.38,34.96,35.92
8/12/2020 11:39:26,38.07,13.32,28.81,11.41,34.98,35.94
8/12/2020 11:40:17,38.04,13.3,28.77,11.39,34.92,35.87
8/12/2020 11:41:04,37.98,13.3,28.79,11.38,34.89,35.86
8/12/2020 11:41:52,37.98,13.3,28.79,11.38,34.89,35.86
8/12/2020 11:42:42,37.98,13.3,28.78,11.39,34.87,35.83
8/12/2020 11:43:29,38.1,13.34,28.85,11.4,34.94,35.98
8/12/2020 11:44:16,38.1,13.34,28.85,11.4,34.94,35.98
8/12/2020 11:45:06,38.09,13.34,28.84,11.43,34.94,36.01
8/12/2020 11:45:55,38.07,13.31,28.81,11.41,34.84,35.87
8/12/2020 11:46:42,38.01,13.32,28.85,11.41,34.9,35.91
8/12/2020 11:47:31,38.04,13.35,28.88,11.41,34.96,35.99
8/12/2020 11:48:20,38,13.34,28.83,11.41,34.95,35.93
8/12/2020 11:49:09,37.95,13.32,28.83,11.4,34.89,35.9
8/12/2020 11:49:59,37.82,13.26,28.73,11.37,34.77,35.79
8/12/2020 11:50:48,37.75,13.24,28.66,11.35,34.74,35.69
8/12/2020 11:51:36,37.78,13.22,28.64,11.34,34.74,35.67
8/12/2020 11:52:24,37.79,13.25,28.66,11.36,34.76,35.77
8/12/2020 11:53:12,37.74,13.23,28.6,11.36,34.69,35.73
8/12/2020 11:54:01,37.76,13.21,28.6,11.34,34.72,35.71
8/12/2020 11:54:47,37.76,13.21,28.6,11.34,34.72,35.71
8/12/2020 11:55:37,37.72,13.22,28.6,11.33,34.71,35.76
8/12/2020 11:56:27,37.74,13.24,28.62,11.35,34.77,35.8
8/12/2020 11:57:13,37.75,13.25,28.64,11.36,34.78,35.78
8/12/2020 11:58:03,37.75,13.25,28.64,11.36,34.78,35.78
8/12/2020 11:58:53,37.83,13.29,28.71,11.38,34.83,35.89
8/12/2020 11:59:44,37.81,13.29,28.71,11.4,34.84,35.86
8/12/2020 12:00:30,37.81,13.29,28.71,11.4,34.84,35.86
8/12/2020 12:01:18,37.78,13.29,28.7,11.38,34.87,35.84
8/12/2020 12:02:13,37.75,13.27,28.68,11.38,34.88,35.83
8/12/2020 12:03:02,37.72,13.27,28.68,11.37,34.87,35.81
8/12/2020 12:04:00,37.81,13.29,28.72,11.38,34.88,35.87
8/12/2020 12:04:56,37.85,13.32,28.77,11.41,34.9,35.95
8/12/2020 12:05:47,37.88,13.31,28.74,11.4,34.86,35.9
8/12/2020 12:06:40,37.89,13.29,28.74,11.39,34.86,35.89
8/12/2020 12:07:35,37.88,13.28,28.71,11.39,34.86,35.88
8/12/2020 12:08:28,37.9,13.31,28.73,11.39,34.86,35.89
8/12/2020 12:09:21,37.95,13.31,28.75,11.4,34.88,35.94
8/12/2020 12:10:15,37.86,13.28,28.72,11.39,34.85,35.89
8/12/2020 12:11:12,37.82,13.27,28.71,11.38,34.83,35.86
8/12/2020 12:12:01,37.88,13.29,28.72,11.38,34.85,35.9
8/12/2020 12:12:51,37.88,13.26,28.71,11.4,34.83,35.86
8/12/2020 12:13:58,37.86,13.27,28.72,11.39,34.8,35.84
8/12/2020 12:14:54,37.86,13.28,28.77,11.4,34.82,35.91
8/12/2020 12:15:57,37.92,13.29,28.78,11.41,34.84,35.94
8/12/2020 12:16:48,38.05,13.33,28.82,11.44,34.88,36.03
8/12/2020 12:17:37,38.08,13.34,28.82,11.43,34.88,36.02
8/12/2020 12:18:29,38.03,13.34,28.83,11.43,34.89,35.98
8/12/2020 12:19:18,38,13.35,28.82,11.44,34.85,35.96
8/12/2020 12:20:08,38.07,13.37,28.87,11.44,34.9,36.06
8/12/2020 12:21:01,38.07,13.38,28.86,11.45,34.89,36.06
8/12/2020 12:22:00,37.99,13.35,28.81,11.42,34.8,35.96
8/12/2020 12:23:03,38.01,13.37,28.85,11.42,34.8,36
8/12/2020 12:24:04,38.01,13.37,28.85,11.42,34.8,36
8/12/2020 12:25:11,38.12,13.41,28.92,11.47,34.91,36.09
8/12/2020 12:26:24,38.18,13.43,28.95,11.47,34.94,36.14
8/12/2020 12:27:51,38.18,13.44,28.98,11.48,34.94,36.15
8/12/2020 12:29:03,38.2,13.46,28.98,11.48,34.95,36.19
8/12/2020 12:30:18,38.12,13.47,28.96,11.48,34.91,36.17
8/12/2020 12:31:53,38.17,13.47,28.97,11.48,34.95,36.24
8/12/2020 12:33:17,38.17,13.48,28.99,11.49,35,36.29
8/12/2020 12:34:53,38.25,13.51,29.05,11.51,35.01,36.4
8/12/2020 12:36:43,38.12,13.46,28.99,11.48,34.95,36.3
8/12/2020 12:38:58,38.13,13.48,28.97,11.48,34.94,36.3
8/12/2020 12:41:11,38.05,13.47,28.95,11.48,34.92,36.24
8/12/2020 12:43:23,38.03,13.48,28.91,11.46,34.84,36.17
8/12/2020 12:45:37,38.04,13.44,28.84,11.44,34.79,36.04
8/12/2020 12:47:52,38.03,13.42,28.84,11.43,34.74,36.03
8/12/2020 12:49:50,38.01,13.4,28.83,11.43,34.72,36.06
8/12/2020 12:51:54,38.02,13.43,28.83,11.42,34.76,36.07
8/12/2020 12:54:09,38.02,13.44,28.83,11.42,34.7,36.07
8/12/2020 12:56:26,38.02,13.43,28.81,11.42,34.75,36.07
8/12/2020 12:58:46,37.99,13.4,28.75,11.4,34.76,35.95
8/12/2020 13:01:11,37.94,13.39,28.74,11.38,34.71,35.98
8/12/2020 13:03:37,37.92,13.38,28.66,11.36,34.66,35.86
8/12/2020 13:06:12,37.95,13.4,28.7,11.38,34.7,35.89
8/12/2020 13:08:34,37.88,13.37,28.65,11.34,34.62,35.8
8/12/2020 13:10:45,37.86,13.34,28.64,11.33,34.6,35.78
8/12/2020 13:12:38,37.84,13.35,28.65,11.33,34.59,35.83
8/12/2020 13:13:34,37.86,13.35,28.69,11.33,34.58,35.86
8/12/2020 13:14:26,37.87,13.36,28.7,11.34,34.6,35.88
8/12/2020 13:15:20,37.85,13.36,28.69,11.34,34.58,35.88
8/12/2020 13:16:16,37.72,13.34,28.66,11.33,34.57,35.8
8/12/2020 13:17:13,37.64,13.3,28.61,11.3,34.46,35.73
8/12/2020 13:18:07,37.6,13.29,28.57,11.29,34.39,35.68
8/12/2020 13:19:03,37.58,13.28,28.56,11.29,34.43,35.65
8/12/2020 13:19:58,37.64,13.32,28.6,11.31,34.46,35.72
8/12/2020 13:20:53,37.64,13.33,28.6,11.31,34.51,35.75
8/12/2020 13:21:51,37.63,13.33,28.6,11.32,34.54,35.75
8/12/2020 13:22:44,37.63,13.33,28.61,11.31,34.54,35.79
8/12/2020 13:23:35,37.64,13.33,28.58,11.31,34.53,35.76
8/12/2020 13:24:33,37.68,13.35,28.6,11.31,34.53,35.79
8/12/2020 13:25:28,37.71,13.37,28.63,11.32,34.59,35.88
8/12/2020 13:26:23,37.74,13.39,28.68,11.34,34.59,35.86
8/12/2020 13:27:16,37.76,13.41,28.66,11.34,34.66,35.84
8/12/2020 13:28:10,37.76,13.41,28.66,11.34,34.66,35.84
8/12/2020 13:29:02,37.76,13.42,28.64,11.34,34.68,35.85
8/12/2020 13:29:55,37.76,13.4,28.64,11.33,34.69,35.81
8/12/2020 13:30:43,37.84,13.44,28.7,11.35,34.72,35.93
8/12/2020 13:31:34,37.91,13.46,28.73,11.36,34.8,35.99
8/12/2020 13:32:28,37.91,13.45,28.74,11.36,34.79,35.99
8/12/2020 13:33:19,37.91,13.44,28.73,11.37,34.77,36
8/12/2020 13:34:09,37.95,13.44,28.75,11.37,34.81,36.01
8/12/2020 13:35:01,37.93,13.4,28.72,11.37,34.79,35.96
8/12/2020 13:35:55,37.92,13.41,28.78,11.36,34.85,36.01
8/12/2020 13:36:45,37.97,13.42,28.77,11.36,34.84,36.01
8/12/2020 13:37:36,37.98,13.43,28.79,11.38,34.83,36.07
8/12/2020 13:38:31,38.01,13.41,28.8,11.39,34.86,36.05
8/12/2020 13:39:27,38.02,13.4,28.79,11.39,34.89,36.04
8/12/2020 13:40:18,38.03,13.38,28.78,11.37,34.85,36
8/12/2020 13:41:05,38.03,13.38,28.78,11.37,34.85,36
8/12/2020 13:41:56,37.95,13.38,28.75,11.36,34.81,35.96
8/12/2020 13:42:46,37.94,13.39,28.76,11.36,34.77,35.96
8/12/2020 13:43:34,37.94,13.38,28.76,11.36,34.77,35.96
8/12/2020 13:44:22,37.97,13.38,28.76,11.36,34.82,35.97
8/12/2020 13:45:11,37.97,13.38,28.76,11.36,34.82,35.97
8/12/2020 13:46:00,37.95,13.37,28.73,11.37,34.8,35.91
8/12/2020 13:46:47,37.89,13.35,28.71,11.35,34.78,35.86
8/12/2020 13:47:37,37.87,13.36,28.72,11.35,34.81,35.87
8/12/2020 13:48:28,37.87,13.35,28.69,11.35,34.75,35.82
8/12/2020 13:49:17,37.87,13.36,28.7,11.34,34.75,35.83
8/12/2020 13:50:05,37.87,13.36,28.7,11.34,34.75,35.83
8/12/2020 13:50:54,37.89,13.36,28.69,11.35,34.75,35.81
8/12/2020 13:51:43,37.89,13.39,28.72,11.36,34.78,35.89
8/12/2020 13:52:30,38,13.4,28.74,11.36,34.82,35.91
8/12/2020 13:53:22,37.94,13.36,28.7,11.36,34.77,35.86
8/12/2020 13:54:11,37.94,13.36,28.7,11.36,34.77,35.86
8/12/2020 13:54:58,37.98,13.38,28.7,11.37,34.78,35.92
8/12/2020 13:55:46,38,13.38,28.72,11.38,34.8,35.96
8/12/2020 13:56:36,38.02,13.41,28.74,11.39,34.83,35.94
8/12/2020 13:57:24,38.02,13.41,28.74,11.39,34.83,35.94
8/12/2020 13:58:11,38.04,13.42,28.76,11.4,34.82,35.99
8/12/2020 13:59:01,38.04,13.42,28.76,11.4,34.82,35.99
8/12/2020 13:59:50,38.04,13.4,28.78,11.4,34.82,35.99
8/12/2020 14:00:38,38.06,13.4,28.78,11.41,34.81,35.97
8/12/2020 14:01:26,38.01,13.38,28.74,11.41,34.8,35.91
8/12/2020 14:02:17,38.02,13.37,28.75,11.4,34.81,35.92
8/12/2020 14:03:06,38.02,13.38,28.75,11.4,34.82,35.94
8/12/2020 14:03:53,38.02,13.38,28.75,11.4,34.82,35.94
8/12/2020 14:04:43,38.06,13.4,28.8,11.42,34.84,35.97
8/12/2020 14:05:33,38.06,13.42,28.8,11.42,34.83,35.94
8/12/2020 14:06:19,38.03,13.4,28.8,11.42,34.81,35.91
8/12/2020 14:07:11,38.01,13.39,28.78,11.42,34.81,35.88
8/12/2020 14:08:02,38.01,13.39,28.78,11.42,34.81,35.88
